annee;trim;catau2010r;metrodom;typmen7;age3;age5;coured;enfred;nfrred;sexe;acteu;acteu6;actif;actop;aidfam;ancchom;ancinact;contact;creaccp;dem;dispoc;gardeb;halor;inscont;mra;mrb;mrbbis;mrc;mrd;mrdbis;mre;mrec;mrf;mrg;mrgbis;mrh;mri;mrj;mrk;mrl;mrm;mrn;mro;mrpassa;mrpassb;mrpassc;mrs;nondic;nrec;nreca;nrecb;occref;officc;offre;pastra;pastrb;pastrf;percrev;rabs;raisnrec;raisnsou;raispas;sou;soua;soub;souc;sousempl;stche;temp;traref;typcont;typcontb;chpub;cse;cser;csp;cstot;cstotr;fonctc;nafg004un;nafg010un;nafg017un;nafg021un;nafg038un;nafg088un;pub3fp;qprc;stc;rdet;stat2;statoep;statut;statutr;titc;cstmn;cstplc;dispplc;duhab;gardea;hhc6;horaic;raison;raistp;stmn;stplc;tppred;txtppred;ancentr4;sitant;aac;csa;nafant;nafantg004n;dip11;cstotprm;identm;extrian;empnbh;hrec;hhce;hplusa;jourtr;nbtote;age;genre;diplome;nationalite;gsp;sociopro;menage;position;choix;horaires;heures_plus;public_prive;secteur
2018;1;1;1;4;30;40;1;1;1;2;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;48;4;48;48;4;1;ET;BE;C4;C;CL;29;4;5;3;2;2;21;21;2;NA;NA;NA;NA;4;NA;2;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;47;40560;91451755179;315;NA;24;NA;2;NA;40-49a;Femmes;CAP/BEP;Français de naissance;Professions intermédiaires;Cadres et autres professions intermédiaires;Couple avec enfant(s);Agents maîtrise, ingénieurs, cadres;Contrat subi;Temps complet -35h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;2;1;1;4;30;40;1;1;1;2;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;48;4;48;48;4;1;ET;BE;C4;C;CL;29;4;5;3;2;2;21;21;2;NA;NA;NA;NA;4;NA;2;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;47;40561;68597009131;24;NA;24;NA;2;NA;40-49a;Femmes;CAP/BEP;Français de naissance;Professions intermédiaires;Cadres et autres professions intermédiaires;Couple avec enfant(s);Agents maîtrise, ingénieurs, cadres;Contrat subi;Temps complet -35h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;3;1;1;4;30;40;1;1;1;2;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;48;4;48;48;4;1;ET;BE;C4;C;CL;29;4;5;3;2;2;21;21;2;NA;NA;NA;NA;4;NA;2;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;47;40562;60501056593;24;NA;24;NA;2;NA;40-49a;Femmes;CAP/BEP;Français de naissance;Professions intermédiaires;Cadres et autres professions intermédiaires;Couple avec enfant(s);Agents maîtrise, ingénieurs, cadres;Contrat subi;Temps complet -35h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;1;1;1;4;50;60;1;1;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;34;3;34;34;3;NA;EV;OQ;OQ;P;PZ;85;1;9;3;1;2;21;21;2;NA;NA;NA;NA;1;NA;1;1;NA;5;2;2;2;1;NA;NA;NA;NA;NA;NA;11;86;40825;14734476444;8;NA;6;NA;2;8;+50a;Femmes;L3 et sup;Français de naissance;CPIS;Cadres et autres professions intermédiaires;Couple avec enfant(s);Autres, nr;Contrat choisi;Temps partiel;Souhaite pas plus d'heures;Employeur privé;Admin publiques
2018;2;1;1;4;50;60;1;1;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;1;NA;1;NA;1;NA;NA;NA;2;2;2;NA;NA;NA;NA;2;NA;NA;1;34;3;34;34;3;NA;EV;OQ;OQ;P;PZ;85;1;9;3;1;2;21;21;2;NA;NA;NA;NA;1;NA;1;1;NA;5;2;2;2;1;NA;NA;NA;NA;NA;NA;11;74;40826;24867591339;0;NA;6;NA;2;NA;+50a;Femmes;L3 et sup;Français de naissance;CPIS;Cadres et autres professions intermédiaires;Couple avec enfant(s);Autres, nr;Contrat choisi;Temps partiel;Souhaite pas plus d'heures;Employeur privé;Admin publiques
2018;1;1;1;3;50;50;1;2;1;1;1;1;1;1;NA;NA;NA;2;NA;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;1;NA;1;NA;2;NA;NA;NA;2;2;2;NA;NA;NA;NA;2;NA;NA;1;65;6;65;65;6;4;EV;GI;GZ;G;GZ;46;4;2;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;71;65;40871;14853171437;0;NA;35;NA;45;NA;+50a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Commerce
2018;2;1;1;3;50;50;1;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;1;NA;1;NA;2;NA;NA;NA;2;2;2;NA;NA;NA;NA;2;1;1;1;65;6;65;65;6;4;EV;GI;GZ;G;GZ;46;4;2;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;71;65;40872;14185624269;0;NA;35;NA;45;NA;+50a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Commerce
2018;1;1;1;4;30;40;1;1;1;2;1;1;1;1;NA;NA;NA;NA;3;1;NA;NA;2;NA;2;2;NA;2;2;2;2;1;2;2;2;NA;NA;NA;NA;NA;2;2;1;NA;NA;NA;2;NA;1;1;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;1;1;NA;1;2;NA;1;54;5;54;54;5;6;EU;FZ;FZ;F;FZ;43;4;4;3;2;2;21;21;2;NA;NA;4;1;2;NA;2;1;NA;1;NA;1;2;3;NA;NA;NA;NA;NA;NA;50;78;40879;13532004431;21;NA;21;35;4;NA;40-49a;Femmes;CAP/BEP;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat subi;Temps partiel;Souhaite plus d'heures;Employeur privé;Construction
2018;1;1;1;4;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;54;5;54;54;5;6;ET;BE;C5;C;CE;20;4;4;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;31;78;40879;13532004431;35;NA;35;NA;5;NA;15-29a;Hommes;L2 ou équiv;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;4;1;1;2;15;15;2;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;1;1;62;6;62;62;6;1;ET;BE;C5;C;CG;22;4;4;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;62;40904;22667213938;335;NA;35;NA;5;NA;15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Famille monoparentale;Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;3;1;1;6;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;1;2;1;55;5;55;55;5;NA;EV;GI;GZ;G;GZ;47;4;4;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;42;0;40988;20624034736;375;NA;38;NA;5;NA;15-29a;Hommes;Bac techno/pro;Français de naissance;Employé-e-s;Employés commerciaux du privé;Autres ménages;Employés;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Commerce
2018;3;1;1;6;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;2;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;8;NA;NA;1;1;2;NA;NA;NA;NA;1;2;NA;4;52;5;52;52;5;3;EV;OQ;OQ;O;OZ;84;2;8;3;2;2;21;21;2;3;NA;NA;NA;2;NA;2;1;NA;1;2;2;2;3;NA;NA;NA;NA;NA;NA;42;0;40988;20624034736;20;NA;20;NA;5;NA;15-29a;Hommes;Bac techno/pro;Français de naissance;Employé-e-s;Employés du public;Autres ménages;Autres, nr;Contrat subi;Temps partiel;Souhaite pas plus d'heures;Employeur public;Admin publiques
2018;4;1;1;6;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;2;7;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;1;NA;NA;1;2;1;NA;2;NA;NA;1;NA;NA;3;52;5;52;52;5;3;EV;GI;IZ;I;IZ;56;1;8;3;1;2;21;21;2;3;NA;4;1;2;NA;2;1;NA;1;NA;1;2;2;NA;NA;NA;NA;NA;NA;42;52;40989;23252571911;175;NA;175;35;5;NA;15-29a;Hommes;Bac techno/pro;Français de naissance;Employé-e-s;Employés du public;Autres ménages;Autres, nr;Contrat choisi;Temps partiel;Souhaite plus d'heures;Employeur public;Héberg et restauration
2018;1;1;1;2;30;30;2;1;1;1;1;1;1;1;NA;NA;NA;NA;7;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;8;NA;NA;1;1;1;NA;NA;NA;NA;1;NA;NA;1;63;6;63;63;6;1;EV;MN;MN;N;NZ;78;4;2;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;50;63;41018;1265332661;35;NA;35;80;5;55;30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Famille monoparentale;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Activ admin scientifqs et technqs
2018;2;1;1;2;30;30;2;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;63;6;63;63;6;1;EV;MN;MN;N;NZ;78;4;2;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;63;41019;13175897086;35;NA;35;NA;5;55;30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Famille monoparentale;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Activ admin scientifqs et technqs
2018;1;2;1;1;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;1;NA;1;NA;12;NA;NA;NA;2;2;2;NA;3;NA;NA;2;1;1;1;63;6;63;63;6;NA;EU;FZ;FZ;F;FZ;43;4;2;3;2;2;21;21;2;NA;NA;NA;NA;7;NA;5;1;NA;NA;2;2;1;NA;2;NA;NA;NA;NA;NA;50;63;41090;2034665862;0;NA;45;NA;5;NA;15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;Employeur privé;Construction
2018;2;2;1;1;30;30;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;63;6;63;63;6;NA;EU;FZ;FZ;F;FZ;43;4;2;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;2;NA;NA;NA;NA;NA;50;63;41091;21786310513;35;NA;35;NA;5;NA;30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Construction
2018;3;1;1;1;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;1;ET;BE;C5;C;CH;24;4;4;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;3;NA;NA;NA;NA;NA;50;67;41221;129089803;35;NA;35;NA;5;NA;15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;4;1;1;1;15;15;2;2;1;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;67;6;67;67;6;1;ET;BE;C5;C;CH;24;4;4;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;3;NA;NA;NA;NA;NA;50;67;41222;13058640667;35;NA;35;NA;5;NA;15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;1;1;1;2;15;15;2;2;3;1;1;1;1;1;NA;NA;NA;NA;10;1;NA;NA;2;NA;1;NA;NA;2;2;1;NA;1;NA;NA;NA;1;2;1;1;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;2;NA;1;NA;NA;1;65;6;65;65;6;NA;ET;BE;C4;C;CL;29;4;9;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;63;41356;10226795795;39;NA;39;NA;5;43;15-29a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;1;1;1;2;15;15;2;2;3;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;65;6;65;65;6;1;ET;BE;C4;C;CL;29;4;2;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;71;63;41356;10226795795;39;NA;39;NA;5;NA;15-29a;Femmes;Sans diplôme;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;2;1;1;2;15;15;2;2;3;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;65;6;65;65;6;NA;ET;BE;C4;C;CL;29;4;9;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;63;41357;12324958646;39;NA;39;NA;5;42;15-29a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;2;1;1;2;15;15;2;2;3;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;65;6;65;65;6;1;ET;BE;C4;C;CL;29;4;2;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;71;63;41357;12324958646;39;NA;39;NA;5;NA;15-29a;Femmes;Sans diplôme;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;3;1;1;2;15;15;2;2;3;1;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;65;6;65;65;6;NA;ET;BE;C4;C;CL;29;4;9;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;63;41358;15928397771;39;NA;39;NA;5;NA;15-29a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;3;1;1;2;15;15;2;2;3;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;65;6;65;65;6;NA;ET;BE;C4;C;CL;29;4;9;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;71;63;41358;15928397771;39;NA;39;NA;5;NA;15-29a;Femmes;Sans diplôme;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;4;1;1;2;15;15;2;2;3;1;1;1;1;1;NA;NA;NA;NA;11;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;8;NA;NA;1;1;2;NA;NA;NA;NA;1;NA;NA;1;65;6;65;65;6;NA;ET;BE;C4;C;CL;29;4;9;3;1;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;50;63;41359;15278096773;32;NA;39;NA;5;NA;15-29a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;4;1;1;2;15;15;2;2;3;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;65;6;65;65;6;NA;ET;BE;C4;C;CL;29;4;9;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;1;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;71;63;41359;15278096773;31;NA;39;NA;5;NA;15-29a;Femmes;Sans diplôme;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Famille monoparentale;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab matériel transp
2018;1;4;1;4;50;50;1;1;1;2;1;1;1;1;NA;NA;NA;NA;NA;0;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;NA;1;NA;NA;1;62;6;62;62;6;1;ET;BE;C5;C;CH;25;4;2;3;2;2;21;21;2;NA;NA;NA;NA;6;NA;4;2;NA;NA;2;2;1;NA;NA;NA;NA;NA;NA;NA;42;78;41468;11758301505;35;NA;35;NA;5;NA;+50a;Femmes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;Employeur privé;Fab autres prod indus
2018;1;1;1;4;30;30;1;1;3;1;1;1;1;1;NA;NA;NA;NA;1;1;NA;NA;2;NA;1;1;NA;1;1;2;2;1;2;1;2;NA;NA;NA;NA;NA;2;2;2;NA;NA;NA;2;NA;1;2;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;NA;1;NA;1;1;2;1;63;6;63;63;6;1;EU;FZ;FZ;F;FZ;42;4;2;3;2;2;21;21;2;NA;NA;4;1;6;NA;4;3;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;50;63;41578;88651266718;36;NA;35;60;5;NA;30-39a;Hommes;CAP/BEP;Etrangers;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Construction
2018;1;1;1;1;30;40;2;2;1;1;1;1;1;1;NA;NA;NA;2;7;0;NA;NA;2;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;NA;NA;NA;NA;NA;1;NA;NA;1;2;1;NA;NA;NA;NA;1;NA;NA;1;64;6;64;64;6;NA;EV;MN;MN;N;NZ;77;4;9;3;1;2;21;21;2;NA;NA;1;1;6;NA;4;3;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;71;64;41593;11303316878;0;NA;35;40;5;20;40-49a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Chauffeurs;Personne seule;Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;Employeur privé;Activ admin scientifqs et technqs
